BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;7.104189;1.417708;0
0;1;6;4.087864;0.6506763;0
0;2;0;6.526527;0.7413942;0
0;3;2;4.372478;0.4568354;0
0;4;1;3.023201;0.4479966;0
0;5;5;3.709156;0.5901881;0
0;6;4;3.747494;0.6853882;0
1;7;3;5.151096;0.7434622;0
1;8;0;5.151718;0.7594423;0
1;9;1;4.285629;0.557415;0
1;10;6;6.333008;1.107427;0
1;11;5;7.853523;1.235838;0
1;12;2;4.252975;0.8152565;0
1;13;4;3.302048;0.4187877;0
2;14;0;4.78595;0.5512304;0
2;15;6;2.804741;0.3971297;0
2;16;4;3.374809;0.4993058;0
2;17;3;2.572487;0.3826874;0
2;18;1;2.325485;0.3110303;0
2;19;5;4.889099;0.9638524;0
2;20;2;3.612854;0.8791131;0